time(ms),fx,fy,fz,tx,ty,tz
0.14162063598632812,0.009020919590819177,-0.010974554114597777,0.04737038018442836,-0.07544203918668135,0.11632538519838309,0.026163013165686422
20.499467849731445,-0.013234052310093827,0.10613480038306264,0.309799337724422,0.7332998945953181,1.427043706369639,1.7724528374501904
30.11298179626465,-0.39612906753122584,0.013563570214434374,0.23312717527061905,-1.3808639475716564,2.1101494412678052,1.4170665817764712
40.106773376464844,-0.13883388820428372,-0.007206446738005239,0.002875999529575343,-1.5298839592391655,1.1510262269326093,1.5965908398480395
60.4097843170166,-0.33677996009726624,-0.5755450619996346,-0.11064312016760378,-2.5013498621171846,1.72366965616803,2.0968372230676713
70.098876953125,-0.12222025382169047,-0.35400664741074256,0.0871077683528052,-1.0823699605578385,1.0001965851834116,0.6538534057944845
80.08313179016113,-0.10597685538806945,-0.201392633648236,0.22169320506092516,-0.7291588657046164,0.7774385394771048,-0.3105609877576808
91.17817878723145,-0.08214510972320496,-0.08832329765245596,-0.19409173880455494,1.1453224429904971,1.3711456251694139,-1.245075099434048
100.07476806640625,-0.16293749497226817,-0.4539579418828344,0.17076044929712372,-3.8611627494390963,-2.0014455398604825,-0.9230349683227175
110.09526252746582,-0.0023607555687707674,-0.09920098383900804,0.10105023773040665,-0.26935520823116044,-1.4718596420249876,-1.9595886749235838
120.08452415466309,-0.06289218070931274,0.02609530816149853,0.14008748437366994,0.23993012131803046,-0.3098177114919513,-1.1592893825873347
130.11837005615234,-0.004396429574212379,-0.030173062136252336,-0.0650847211067532,0.03548582279226427,-0.39682030198407625,-0.27705464844443267
140.10071754455566,0.0006714100424534987,0.001243823088342107,-0.009656973339757678,0.31302871260601783,0.01101613816801036,0.13628211360841305
150.1004695892334,-0.07722470106712681,-0.025859628717663154,0.04552102312230854,0.19446702699248025,-0.17787155378320282,-1.1184039450237397
160.08663177490234,0.05813919624903575,0.033586746821684936,-0.02425683404727206,0.3842256955511785,-1.064156939265039,-1.5333911072188442
170.09735107421875,-0.04911769202412985,-0.005852037142084048,0.3181386927727137,-0.348777548830463,-0.9954786037350893,-3.494452675495678
180.09114265441895,-0.010515156777814637,0.04498786497264191,-0.10267819355122736,-0.5304181604114476,-0.9680079954698201,-1.4241666282370693
190.08183479309082,0.1848805755302375,-0.4266161313206281,-0.14926119667619347,-1.0080413460470654,-4.047970632200894,-3.6849758922469857
200.10137557983398,-0.11018592380620612,0.01665256726110965,0.2998610115751944,1.0732076314248868,0.3543100662490061,-0.8364485747726642
210.0963592529297,0.39763798622448593,0.36097746472708026,0.15345881314427748,3.898663590207865,-2.964088173238408,-0.4898619312400296
220.2017307281494,0.3280523642459612,0.11781482025726471,-0.07421006509934924,1.7088292513608565,-1.1012117010992148,-2.570744740190533
230.09896278381348,-0.4934872315801753,0.014033609767428033,-0.09060368010303027,0.883804904980697,2.2950953019798606,-1.3715339253737515
240.0977611541748,0.052147187702144944,-0.025890780022693072,0.04675562962622389,0.5652321917422286,0.08882227190316673,0.004900874999531875
250.0894069671631,-0.14432048214635287,0.02817390431334279,0.09011085545257992,-0.2983876742752047,4.48128537270595,-1.6621637523019457
260.0829601287842,0.15321843161666399,0.1701647290474015,0.22449343976451744,0.9409038777437054,-0.5261793850783779,-0.5539834035979234
270.10607719421387,0.12975104742243457,-0.29706524135008294,-0.1094060250608378,-2.3496121241855703,-0.15979963877314318,0.1533871657679857
280.4546356201172,0.33637175419650883,-0.3615510282828294,0.2654259231769775,-1.6463153539167692,-3.9430120655782486,1.016158052426247
290.11082649230957,0.03802354115896853,-0.23388569266561607,0.16807573766380046,-2.3203457169680237,-1.2800747192603315,3.0751908501884553
300.0819683074951,-0.006616644736017008,0.13074785479315182,-0.05651848113701162,0.9921627311461201,-0.9392410377135787,3.0590087758062356
310.08458137512207,0.027257088641792142,0.07139929135026758,0.08962693787439276,0.04102715349150556,-1.1723802933377343,1.190101399758261
320.0793266296387,0.0616317252501598,0.035870768384970525,-0.10841658032795129,0.2507964180822396,-0.5097458617639072,0.504111636772579
330.0795555114746,-0.03867788738941345,-0.02132244614227129,0.05606123787983161,-0.24270693314152594,-0.3189555297626554,0.30683374849222345
340.09552001953125,-0.023763924984413456,-0.04077796180957921,0.03602816626250278,-0.5773767862475867,-0.11836880013429983,0.3866574200705894
350.09050369262695,0.08528870909247635,0.01458110239456985,-0.026640906199032897,-0.22852410724739494,-1.1728637106942428,1.5168705422059254
360.08238792419434,-0.019109093396618836,0.0343727357659893,0.06873910308473387,-0.22266845913006936,-0.7691888710493867,2.4754939350399425
370.08213996887207,-0.32122294709259946,0.23661517726555248,-0.019799296142257297,0.5231592560512929,1.3769726699858844,1.6047755951338132
380.10382652282715,-0.062169779319504924,-0.2868760227652219,0.17596829158245128,-4.449509487761838,0.4790416048480766,2.157018242922409
390.0632858276367,0.06382992127895304,0.5613284367519631,0.2583206118832128,1.7520094871385237,-2.1525550712707404,2.2531133972552597
400.06327629089355,0.07526970969204526,-0.2701988352183725,-0.16744321047769556,-2.0928716719417957,0.6519880979135908,3.7114781151120337
410.1433753967285,-0.11092212506157012,0.03506652447578561,0.48701184319340174,-1.4271417404394728,0.6718302442953845,1.3177894079230532
420.0701713562012,0.41815133630729073,-0.013825555065789004,0.2182204285633317,-1.6605934282712618,-1.1890384943454981,2.377430986783426
430.0863742828369,0.047702733720409014,-0.24120585854946222,-0.11440452770008962,-3.2741906890694112,-0.10197581666048795,1.096647225178489
440.10305404663086,-0.31678959490574127,-0.3962225370782431,0.4504687799988838,-2.505044318104386,5.487883951250354,2.2572038912508883
450.07920265197754,0.05945482615932962,-0.24185758799525137,0.36696135717723705,-0.09660632773974616,0.6382377386716257,2.9006252333411315
460.0832462310791,0.21201283385215466,-0.1856382425483811,0.11331403818814177,-1.4502522883729434,0.5755699824183819,-0.35099768583263063
