time(ms),c0,c1,c2,c3,c4,c5
0.0026226043701171875,0.17001187890855363,0.2094043360921205,-0.29675747486180626,0.8474996147560887,0.14437551788432756,0.9847479378004209
20.077943801879883,0.1696992403594777,0.21002961319027236,-0.2970701134108822,0.8481248918542406,0.1446881564334035,0.9853732148985728
40.429115295410156,0.17001187890855363,0.21034225173934828,-0.2970701134108822,0.8478122533051646,0.1446881564334035,0.9856858534476487
60.43434143066406,0.17032451745762955,0.21096752883750014,-0.29675747486180626,0.8474996147560887,0.14531343353155535,0.9850605763494968
80.08360862731934,0.17001187890855363,0.21034225173934828,-0.2973827519599581,0.8481248918542406,0.14437551788432756,0.9847479378004209
100.44479370117188,0.17001187890855363,0.20971697464119643,-0.2973827519599581,0.8474996147560887,0.14437551788432756,0.9847479378004209
120.44239044189453,0.1696992403594777,0.21034225173934828,-0.2973827519599581,0.8478122533051646,0.1446881564334035,0.9850605763494968
140.43807983398438,0.17001187890855363,0.21034225173934828,-0.2973827519599581,0.8487501689523924,0.1446881564334035,0.9853732148985728
160.44163703918457,0.17032451745762955,0.2106548902884242,-0.29644483631273033,0.8484375304033165,0.1446881564334035,0.9853732148985728
180.44042587280273,0.17001187890855363,0.21002961319027236,-0.29675747486180626,0.8481248918542406,0.14500079498247942,0.9847479378004209
200.44898986816406,0.1696992403594777,0.20971697464119643,-0.2973827519599581,0.8478122533051646,0.14406287933525164,0.9841226607022691
220.08752822875977,0.17032451745762955,0.21002961319027236,-0.29675747486180626,0.8474996147560887,0.14500079498247942,0.9850605763494968
240.08584022521973,0.17001187890855363,0.2106548902884242,-0.2961321977636544,0.8481248918542406,0.14500079498247942,0.9850605763494968
260.087251663208,0.17063715600670548,0.21034225173934828,-0.29675747486180626,0.8481248918542406,0.14500079498247942,0.9850605763494968
280.1375389099121,0.17032451745762955,0.21034225173934828,-0.2970701134108822,0.8481248918542406,0.14437551788432756,0.9847479378004209
300.08959770202637,0.1696992403594777,0.2094043360921205,-0.2973827519599581,0.8474996147560887,0.14437551788432756,0.9847479378004209
320.4529285430908,0.17001187890855363,0.21002961319027236,-0.2970701134108822,0.8478122533051646,0.1446881564334035,0.9853732148985728
340.4510021209717,0.17032451745762955,0.2106548902884242,-0.2973827519599581,0.8484375304033165,0.14531343353155535,0.9856858534476487
360.45002937316895,0.17001187890855363,0.2106548902884242,-0.29675747486180626,0.8487501689523924,0.14500079498247942,0.984435299251345
380.4500102996826,0.17032451745762955,0.21034225173934828,-0.29675747486180626,0.8474996147560887,0.1446881564334035,0.984435299251345
